-8.299184991643419862e+07	-8.411000201476104558e+07	-8.577514220755429566e+07	-8.785727040498395264e+07	-9.164763509961219132e+07	-9.653068558226461709e+07	-1.022778079704653770e+08	-1.101481576230361462e+08	-1.189515341410932690e+08	-1.279648797462065220e+08	-1.393666179877766371e+08	-1.527471147272231579e+08	-1.672401377303953469e+08	-1.858959183058317602e+08	-2.048194805444800556e+08	-2.178540670485576093e+08	-2.323951473896534443e+08	-2.514217908890229762e+08	-2.670785150791321695e+08	-2.793886051076071858e+08	-2.959940984370571971e+08	-3.155598650868678689e+08	-3.343990426765040755e+08	-3.576290308149269819e+08	-3.825225605804915428e+08	-4.039230374357452989e+08	-4.245940081247977018e+08	-4.483828778725347519e+08	-4.787068112478468418e+08	-5.094168837868990302e+08	-5.359242237316206098e+08	-5.577218953194133043e+08	-5.782547775619997978e+08	-6.029453008158109188e+08	-6.303944564483063221e+08	-6.578547899131711721e+08	-6.859796656714534760e+08	-7.233761095925931931e+08	-7.784917162896262407e+08	-8.391551045542979240e+08	-8.945679879609063864e+08	-9.543651887451252937e+08	-1.032428553752848029e+09	-1.115817767854372978e+09	-1.192423299764719486e+09	-1.271401325625741243e+09	-1.357619866274098158e+09	-1.469642949055383921e+09	-1.604602863065572500e+09	-1.734098216039042234e+09	-1.855947898395944595e+09	-2.014190293609087229e+09	-2.177618159371181011e+09	-2.326244252472848892e+09	-2.507090546140995026e+09	-2.713852350740057468e+09	-2.929541792850187302e+09	-3.144563696451645374e+09	-3.336713810756191730e+09	-3.571981504033701897e+09	-3.940932441747202396e+09	-4.649761363452642441e+09	-5.668266966662242889e+09	-6.832652863041587830e+09
-8.159966392102664709e+07	-8.274357246044310927e+07	-8.483668262127760053e+07	-8.740027020232431591e+07	-9.127813624983267486e+07	-9.605519116706627607e+07	-1.012349762149589360e+08	-1.089469661447049677e+08	-1.186225545123020560e+08	-1.282551533494635522e+08	-1.389520676626257002e+08	-1.518509875831580758e+08	-1.671868486733187139e+08	-1.840819637858753502e+08	-2.019926110815813243e+08	-2.179532685519225597e+08	-2.310062654389202893e+08	-2.470505673333564401e+08	-2.650647504008914530e+08	-2.793671832884134650e+08	-2.971666789171029925e+08	-3.172232755381776690e+08	-3.332229458563387990e+08	-3.564183088304605484e+08	-3.830239165092209578e+08	-4.036816405191329718e+08	-4.251493377168741822e+08	-4.514552567920889854e+08	-4.798969410742170215e+08	-5.088568661492444277e+08	-5.336597391347736716e+08	-5.551083523649505377e+08	-5.771560132099872828e+08	-6.002179794595867395e+08	-6.281159346415878534e+08	-6.570356646584243774e+08	-6.846649906323955059e+08	-7.224029284827249050e+08	-7.759764769072253704e+08	-8.346319620252077579e+08	-8.943780232190239429e+08	-9.533057147033072710e+08	-1.022352445322347522e+09	-1.106793717122260094e+09	-1.188189792529031277e+09	-1.265243614109205484e+09	-1.346074830395093203e+09	-1.452727086569440603e+09	-1.582877231460767269e+09	-1.724426561128054142e+09	-1.860096754969871759e+09	-2.006368792009627104e+09	-2.152016683607172966e+09	-2.298107752183481693e+09	-2.470617871108594894e+09	-2.668153385799791813e+09	-2.876385600666318417e+09	-3.090687310740722179e+09	-3.305383027338045120e+09	-3.533579790030539513e+09	-3.835897471953010082e+09	-4.410458683292571068e+09	-5.182104309396784782e+09	-5.766519347669926643e+09
-7.928966720853422582e+07	-8.024988626350036263e+07	-8.254628795370240510e+07	-8.575281106514164805e+07	-8.956767319022002816e+07	-9.459195179481106997e+07	-1.001319816177930534e+08	-1.074050381354472041e+08	-1.161336778689863533e+08	-1.266757297488189042e+08	-1.380212455238988400e+08	-1.490165413214655519e+08	-1.641099518899942040e+08	-1.825784024792484045e+08	-2.004749534728907943e+08	-2.158408845889617503e+08	-2.292369901131194234e+08	-2.447362201375699341e+08	-2.621569457643410265e+08	-2.778438471166376472e+08	-2.971096542812179327e+08	-3.171110422247899771e+08	-3.330261986780796051e+08	-3.561239266103838682e+08	-3.822873170011285543e+08	-4.044282849019393921e+08	-4.257664296786499619e+08	-4.502043828142274022e+08	-4.788562055579603314e+08	-5.085094205458038449e+08	-5.320307467821519971e+08	-5.509966369664020538e+08	-5.731709619353148937e+08	-5.960371468850834370e+08	-6.230776413371659517e+08	-6.517023839681544304e+08	-6.815938149367351532e+08	-7.215427023525583744e+08	-7.722116598524373770e+08	-8.309700766471835375e+08	-8.944580144160075188e+08	-9.580014292105109692e+08	-1.025611163648339033e+09	-1.101400436217458725e+09	-1.178428115533472776e+09	-1.251204511270584822e+09	-1.330440776981597900e+09	-1.432596769802772999e+09	-1.551239848409900665e+09	-1.691496476978775740e+09	-1.834273990831873655e+09	-1.981961511487292528e+09	-2.121816878636553049e+09	-2.251611254623840809e+09	-2.406746984072804928e+09	-2.584097354630675316e+09	-2.784656184253234863e+09	-2.999700369807774067e+09	-3.219602194577270985e+09	-3.425762491399442673e+09	-3.642951833659137249e+09	-4.014596548894310951e+09	-4.478130344187260628e+09	-4.789238054974604607e+09
-7.679276357229612768e+07	-7.766507333203941584e+07	-7.950021997307616472e+07	-8.312008393898186088e+07	-8.722323500360721350e+07	-9.161165097184638679e+07	-9.704818747647108138e+07	-1.045670885862866193e+08	-1.134586271571751833e+08	-1.227679444783368558e+08	-1.337129442940464616e+08	-1.465050472701570690e+08	-1.610482855553358793e+08	-1.785638123920323551e+08	-1.973021797576200068e+08	-2.142467943333709538e+08	-2.284283235129363537e+08	-2.418621489429576397e+08	-2.591334948540173173e+08	-2.760503510318203568e+08	-2.938407228264206648e+08	-3.139835066491249204e+08	-3.320012768317627311e+08	-3.536745289563898444e+08	-3.776675964012444019e+08	-4.017851936853465438e+08	-4.266465714452143908e+08	-4.505226454044277668e+08	-4.752597185669838786e+08	-5.065677397771279216e+08	-5.336537635365746617e+08	-5.505105235670905113e+08	-5.680878120000945330e+08	-5.900936378300451040e+08	-6.157603009736374617e+08	-6.439871770352411270e+08	-6.744088822074006796e+08	-7.168978894704709053e+08	-7.707604887995980978e+08	-8.287672200821034908e+08	-8.931629325668096542e+08	-9.632963677470436096e+08	-1.022725708187839746e+09	-1.084217814794415951e+09	-1.163597098599610090e+09	-1.243131012160494804e+09	-1.327001787689381838e+09	-1.424397521004201174e+09	-1.524638525746533155e+09	-1.645831373839926958e+09	-1.790533132121624708e+09	-1.931257553635253191e+09	-2.063000124199244022e+09	-2.198901412441460609e+09	-2.354325687581726551e+09	-2.500326229109564781e+09	-2.663403655026391029e+09	-2.858609516981389046e+09	-3.076457500038572788e+09	-3.290191220766036034e+09	-3.481684405344244957e+09	-3.657669453119299889e+09	-3.871184069324698925e+09	-3.994787208674853325e+09
-7.430084904602248967e+07	-7.521338257066233456e+07	-7.679840994551958144e+07	-8.013696133010029793e+07	-8.447988547268992662e+07	-8.863562874758319557e+07	-9.380519092839971185e+07	-1.004447912306459844e+08	-1.091343497869003266e+08	-1.182814814067100286e+08	-1.274567406917622685e+08	-1.402771800273377001e+08	-1.550717279840814769e+08	-1.738893668392714560e+08	-1.952137155685641170e+08	-2.105842088920478523e+08	-2.255449707996338904e+08	-2.414822455428886414e+08	-2.574084687951636612e+08	-2.733246416214627028e+08	-2.907548343147177100e+08	-3.113864463825956583e+08	-3.316609917222597003e+08	-3.524379312200067639e+08	-3.734544772211064100e+08	-3.974976306664794087e+08	-4.219989457157881260e+08	-4.436094216870758533e+08	-4.704979313715515733e+08	-5.035032915935363770e+08	-5.318143570947551727e+08	-5.499388926597733498e+08	-5.640661076527667046e+08	-5.850641938320174217e+08	-6.100792992757829428e+08	-6.362100612254208326e+08	-6.651802034966671467e+08	-7.126530081402764320e+08	-7.686090181637321711e+08	-8.226437155740571022e+08	-8.858981763682161570e+08	-9.560794973790166378e+08	-1.016122162096525431e+09	-1.073858118480618715e+09	-1.150634082574304104e+09	-1.237008772341474533e+09	-1.324677958426716328e+09	-1.414916883267741442e+09	-1.503827443884463072e+09	-1.599187694692190647e+09	-1.726150337960164785e+09	-1.866788820860043287e+09	-1.988767071205115318e+09	-2.105878635153584957e+09	-2.248942372107607365e+09	-2.393989294306036472e+09	-2.545170340397665501e+09	-2.704799835919785976e+09	-2.907961440736256599e+09	-3.094577395896181107e+09	-3.263811071093700886e+09	-3.398185854446583271e+09	-3.548977898330304146e+09	-3.633528333642062664e+09
-7.068056800438071787e+07	-7.154333518655271828e+07	-7.324720361399739981e+07	-7.672033036544805765e+07	-8.072676014679323137e+07	-8.478445315761983395e+07	-8.980299023891334236e+07	-9.688244178247962892e+07	-1.051665217853351384e+08	-1.138532942857790738e+08	-1.223919626419382840e+08	-1.337448792690627277e+08	-1.479243239724870324e+08	-1.644440509229175746e+08	-1.862555315196158290e+08	-2.046848611828980446e+08	-2.197155640213136375e+08	-2.364411183690538406e+08	-2.555126981184735894e+08	-2.740038782492393255e+08	-2.902474341676409841e+08	-3.091502925481478572e+08	-3.290909721420288682e+08	-3.515205350193179846e+08	-3.757695830280128121e+08	-3.957192342028047442e+08	-4.136318883748742342e+08	-4.351841606274843812e+08	-4.647313442238801122e+08	-4.976067026859362721e+08	-5.244482241977722049e+08	-5.452615888439053297e+08	-5.603027038162482977e+08	-5.799415765104372501e+08	-6.040093538014129400e+08	-6.280302147592718601e+08	-6.563443815786128044e+08	-7.054010582323418856e+08	-7.617986747180852890e+08	-8.149120388471372128e+08	-8.787815127702134848e+08	-9.495750436288014650e+08	-1.014518918731903911e+09	-1.071377391470405936e+09	-1.134635013978593588e+09	-1.210524264044153929e+09	-1.302258150689651012e+09	-1.396215060768002987e+09	-1.474717593168772697e+09	-1.560044620622134686e+09	-1.670825849368662834e+09	-1.803038311797493935e+09	-1.920675783368903160e+09	-2.015443342707353354e+09	-2.127097777204963923e+09	-2.263311676175282955e+09	-2.401755597913253784e+09	-2.530677122096217632e+09	-2.700108616916430950e+09	-2.895280122408710003e+09	-3.034420176913791180e+09	-3.140858779613174915e+09	-3.262504511281682491e+09	-3.356151998839103222e+09
-6.544665460822261125e+07	-6.624928273848692328e+07	-6.795188822745609283e+07	-7.146475591699223220e+07	-7.571708222723113000e+07	-7.967174548798798025e+07	-8.433677421950834990e+07	-9.108566581077310443e+07	-9.962255354434724152e+07	-1.092836755182489902e+08	-1.187898802059724182e+08	-1.292779924203982651e+08	-1.412516115866255164e+08	-1.546117452753805220e+08	-1.744435923745672107e+08	-1.961412972300215364e+08	-2.142792506167681515e+08	-2.318366954596935809e+08	-2.518264997489606142e+08	-2.708613100845129490e+08	-2.883461001275597215e+08	-3.087595149328990579e+08	-3.291430653097265959e+08	-3.506079542505609989e+08	-3.744622083785185218e+08	-3.927837786030845046e+08	-4.090099774682805538e+08	-4.307595988849670291e+08	-4.582306445314472914e+08	-4.860413683561902642e+08	-5.120372678893573880e+08	-5.348619992733665705e+08	-5.557897978621016741e+08	-5.755739765518279076e+08	-5.938292277987891436e+08	-6.169952035342522860e+08	-6.456235586361144781e+08	-6.945558487340062857e+08	-7.573074824403355122e+08	-8.119412839242528677e+08	-8.716590192914681435e+08	-9.435056561471537352e+08	-1.011227690378975034e+09	-1.066140973354931355e+09	-1.122825912765748024e+09	-1.183728562487269163e+09	-1.267889243004427671e+09	-1.362523085537056684e+09	-1.438737967806931734e+09	-1.528491070789384604e+09	-1.630595318132805586e+09	-1.742449725387605906e+09	-1.849424777610090971e+09	-1.936102922667455912e+09	-2.028390562661976099e+09	-2.151681422454807281e+09	-2.279530879877296448e+09	-2.397952664942296505e+09	-2.510128424041990280e+09	-2.670317463399582863e+09	-2.811580307982354164e+09	-2.888740408906760693e+09	-2.939441763985833168e+09	-3.004128310377579689e+09
-5.947987394771414995e+07	-6.018264648060890287e+07	-6.160363508536373824e+07	-6.498466236260631680e+07	-6.975789186213755608e+07	-7.417129489246502519e+07	-7.898190805943299830e+07	-8.533574325760212541e+07	-9.251604694521875679e+07	-1.024885927165617645e+08	-1.145507455780147910e+08	-1.254316045352063924e+08	-1.348771809112972915e+08	-1.454859202341583073e+08	-1.632798291377125680e+08	-1.868638127083564401e+08	-2.082232699249647260e+08	-2.268845796262619495e+08	-2.471177965402410328e+08	-2.673247045238559246e+08	-2.873314077825831771e+08	-3.088445605987486839e+08	-3.303626181299404502e+08	-3.534147496507236362e+08	-3.729171007006135583e+08	-3.873298629747131467e+08	-4.059306747823580503e+08	-4.284402806468114257e+08	-4.509793183222937584e+08	-4.726733935925257206e+08	-4.955553077280787230e+08	-5.201762187292284369e+08	-5.454701086234369278e+08	-5.691442533336762190e+08	-5.865257189260663986e+08	-6.072447546232931614e+08	-6.321318777784130573e+08	-6.718663916101931334e+08	-7.398450030824041367e+08	-8.102023534321304560e+08	-8.687292675626021624e+08	-9.345519225293325186e+08	-9.996278841718822718e+08	-1.052102006705363631e+09	-1.108834201386011124e+09	-1.169290524894818306e+09	-1.239398778360587120e+09	-1.319295144835662603e+09	-1.400195985105933905e+09	-1.489666586801034927e+09	-1.577313854398138762e+09	-1.673829188478128195e+09	-1.786050433959968805e+09	-1.869532649359302521e+09	-1.944706433966035366e+09	-2.036511831936907768e+09	-2.146991398385440588e+09	-2.261626966413078308e+09	-2.361034597828212261e+09	-2.461764068798974514e+09	-2.563857534233543873e+09	-2.625327896283865452e+09	-2.652775466015853882e+09	-2.679938682414006710e+09
-5.235842846510288119e+07	-5.347396798720537871e+07	-5.480607910515085608e+07	-5.749843535211210698e+07	-6.200223857812403888e+07	-6.748603372282460332e+07	-7.291885941021265090e+07	-7.921537772711420059e+07	-8.689193500204956532e+07	-9.446392049996727705e+07	-1.058679081660288274e+08	-1.182688375855891109e+08	-1.291648764852399528e+08	-1.386802105578217804e+08	-1.525563344273189604e+08	-1.728402387501060367e+08	-1.949194827092033029e+08	-2.162244108400805295e+08	-2.406928078651333153e+08	-2.638474964906570613e+08	-2.827126971666563749e+08	-3.059512403733561635e+08	-3.315385668721169829e+08	-3.530096446565204263e+08	-3.698741390918003917e+08	-3.851956509494152069e+08	-4.044985040663214326e+08	-4.259280071371005177e+08	-4.440738597458996773e+08	-4.631892789037406445e+08	-4.843235708953805566e+08	-5.078124353243796825e+08	-5.301704344568410516e+08	-5.574774926223875284e+08	-5.810123100060383081e+08	-5.972797298053964376e+08	-6.161179273570632935e+08	-6.498831230759066343e+08	-7.077554209498276711e+08	-7.910553035867133141e+08	-8.665621452652705908e+08	-9.257516633515744209e+08	-9.846331571098679304e+08	-1.032128972063317180e+09	-1.084515186372937441e+09	-1.147667184130012989e+09	-1.209714522922509432e+09	-1.283248611835325480e+09	-1.360474334237172127e+09	-1.439576157726224661e+09	-1.526512435427979946e+09	-1.597594267353598356e+09	-1.690678005439113617e+09	-1.780504715190197945e+09	-1.866487294990598679e+09	-1.938627372948315620e+09	-2.018362248512982607e+09	-2.104822142997542381e+09	-2.190048245229091167e+09	-2.269248416831255913e+09	-2.347550376148484707e+09	-2.396974913692206383e+09	-2.435073964040009975e+09	-2.450224514111436844e+09
-4.474135144647348672e+07	-4.568440663429279625e+07	-4.757234525546634942e+07	-4.930690418889930844e+07	-5.308176418196471035e+07	-5.901047818449521065e+07	-6.524986208361171186e+07	-7.123151764450195432e+07	-7.888028932949759066e+07	-8.700670901774246991e+07	-9.573063042168293893e+07	-1.054088789570123255e+08	-1.168709851191368848e+08	-1.287429178200069368e+08	-1.424139328018379211e+08	-1.603807290414011180e+08	-1.790738861623810828e+08	-2.001202672371643186e+08	-2.271865104830918014e+08	-2.562488132246306241e+08	-2.789375831832575798e+08	-3.007541522419497371e+08	-3.270374659560527205e+08	-3.481812808352463841e+08	-3.640007181273822188e+08	-3.825453550111841559e+08	-4.039016317362784147e+08	-4.225826181660057902e+08	-4.372060356024973989e+08	-4.562669539606743455e+08	-4.767683282326408029e+08	-4.997289275269967318e+08	-5.237452294560853839e+08	-5.477189790349813700e+08	-5.727509415934329033e+08	-5.908625402916470766e+08	-6.066841571375647783e+08	-6.344430417466586828e+08	-6.823520697345438004e+08	-7.592206263572307825e+08	-8.414089417295428514e+08	-9.063831793069292307e+08	-9.622566375895887613e+08	-1.008201215243204951e+09	-1.058909450046857953e+09	-1.118937075917457581e+09	-1.179249678782228708e+09	-1.244891453703765869e+09	-1.314686178833958387e+09	-1.389084769223797321e+09	-1.476329996109710932e+09	-1.542496481296297789e+09	-1.605742413323961973e+09	-1.677515478322249889e+09	-1.758481389256222725e+09	-1.845095735843026876e+09	-1.903936872392201900e+09	-1.969266793018160343e+09	-2.034577688102710009e+09	-2.107155575644780874e+09	-2.177887297571774960e+09	-2.229617099346586704e+09	-2.258679723991468430e+09	-2.272677646556891918e+09
